sujeto,dia_prueba,t_total_s,t_prueba1_s,t_prueba2_s,rechaza,llora,lo_toca,lo_prueba,lo_consume,val_inicio,aro_inicio,val1_antes,val1_durante,val1_despues,val2_antes,val2_durante,val2_despues,aro1_antes,aro1_durante,aro1_despues,aro2_antes,aro2_durante,aro2_despues,val_final,aro_final,comentarios
ID4,7,20.66,16.6,,1.0,0.0,1.0,1.0,0.0,0.7609866,0.8364167,0.5350808,0.5398625,0.4813622,,,,0.6666743,0.6486993,0.687156,,,,0.3012738,0.5466778,
ID4,8,12.73,8.13,,1.0,1.0,0.0,1.0,1.0,0.7609866,0.8364167,0.4773709,0.6007314,0.6564159,,,,0.734382,0.7667857,0.7930459,,,,0.6335887,0.8250859,Al comienzo lo rechaza moviendo la cabeza. hace arcadas
ID4,9,12.53,,,1.0,1.0,0.0,0.0,0.0,0.2479583,0.5304459,,,,,,,,,,,,,0.8673298,0.845152,
ID4,10,13.96,10.53,,1.0,0.0,1.0,1.0,1.0,0.53347,0.7982417,0.4118963,0.5329944,0.5738465,,,,0.6520225,0.6386909,0.6274585,,,,0.5801713,0.7324162,
ID4,11,16.33,10.16,13.43,1.0,0.0,0.0,1.0,1.0,0.1069694,0.5971917,0.4684255,0.4732376,0.4538222,,0.4048686,0.4525332,0.734047,0.72901,0.8390992,,0.6712682,0.6578734,0.5441399,0.712579,
ID4,12,18.0,1.66,13.7,0.0,0.0,1.0,1.0,1.0,0.5116931,0.8894417,0.40009,0.4379052,0.4035405,0.620737,0.547195,0.5416076,0.9119381,0.9031362,0.8591555,0.7917123,0.7524199,0.7019455,0.3868339,0.5490386,
ID4,13,28.5,11.83,21.36,1.0,0.0,1.0,1.0,1.0,0.3856116,0.8330833,0.1533314,0.1598639,0.2596418,0.36581,0.2057974,0.1316721,0.6488993,0.6159648,0.5987015,0.6402842,0.6082765,0.6209521,0.2639097,0.6560181,
ID4,14,19.36,2.1,16.1,0.0,0.0,1.0,1.0,1.0,,,0.1630802,0.174154,0.3804681,0.3078902,0.2727804,0.3046694,0.8754442,0.8628566,0.8431272,0.7853004,0.7153798,0.6544235,0.2585716,0.6160308,
ID4,15,11.43,9.23,,1.0,0.0,0.0,1.0,1.0,0.1313746,0.1263917,0.5037573,0.4520134,0.438798,,,,0.7523381,0.7635792,0.9001532,,,,0.565807,0.8391489,
ID4,16,20.83,4.7,14.6,1.0,1.0,1.0,1.0,1.0,0.2511733,0.4443209,0.3733121,0.309316,0.4289626,0.2012161,0.240632,0.2019597,0.9081705,0.8390846,0.8077877,0.5043757,0.6083072,0.6809487,0.2375585,0.6253595,Sólo rechaza y llora al comienzo. Luego prueba sin rechazar ni llorar
ID4,17,13.36,0.83,12.01,0.0,0.0,0.0,1.0,1.0,0.6267734,0.9600667,0.6267734,0.5529107,0.4995954,0.2654854,0.1961046,0.1932606,0.9600667,0.9773068,0.9649363,0.6303201,0.6662307,0.7008217,0.1740625,0.7297953,
ID5,1,21.9,6.56,15.43,0.0,0.0,0.0,1.0,1.0,0.07286572,0.3346834,0.1000111,0.09958313,0.09196364,,0.1369923,0.1132408,0.3882401,0.3655536,0.4716974,,0.4580409,0.4432163,0.08460379,0.2785172,
ID5,2,16.16,8.5,,1.0,0.0,1.0,1.0,1.0,0.17844,0.3742583,0.1960485,0.2984404,0.2427935,,,,0.4310377,0.4459315,0.4562718,,,,0.1567207,0.6881297,Mueve la cabeza levemente lo que fue considerado rechazo
ID5,3,21.43,,,1.0,0.0,0.0,0.0,0.0,0.1287434,0.3592209,,,,,,,,,,,,,0.1382806,0.4149342,Rechaza negando con la cabeza reiteradas veces 
ID5,4,36.76,0.8,13.1,1.0,0.0,0.0,1.0,1.0,0.2348786,0.9162375,,0.2348786,0.1859106,0.2566687,0.1622734,0.1253139,,0.9162375,0.9092651,0.7171143,0.6681877,0.6307254,0.08177916,0.6368987,Prueba y consume 3 veces. Rechaza levemente
ID5,5,12.66,2.4,8.7,0.0,0.0,0.0,0.0,1.0,0.1174615,0.551625,0.2028235,0.1688118,0.1282736,0.3916568,0.2821203,0.1737217,0.7051334,0.7431616,0.8899465,0.7157092,0.6938621,0.6725777,0.1395985,0.5547471,
ID5,6,18.96,2.73,15.26,0.0,0.0,0.0,1.0,1.0,0.08643068,0.08529168,0.2286272,0.171074,0.1342721,0.3025112,0.2094715,0.1486068,0.4341018,0.5196538,0.6043819,0.6013323,0.5802768,0.1486068,0.1393707,0.475454,La segunda vez que se le ofrece mueve levemente la cabeza hacia un lado pero luego consume la papilla
ID5,7,17.1,3.63,14.06,0.0,0.0,0.0,1.0,1.0,0.08674601,0.6212626,0.1700401,0.1176703,0.09086413,0.2237173,0.1470591,0.1068079,0.5812681,0.5771346,0.7177253,0.439631,0.4517607,0.6396815,0.1082904,0.602698,
ID5,8,12.03,6.0,,1.0,0.0,0.0,1.0,1.0,0.09420461,0.3740042,0.1573644,0.1354523,0.110948,,,,0.5711524,0.5451602,0.6180469,,,,0.1201899,0.5177593,
ID5,9,13.73,3.1,9.26,0.0,0.0,0.0,1.0,1.0,,,,0.114986,0.1226716,,0.1750235,,,0.3154608,0.438445,,0.4895498,,0.1786822,0.4760514,
ID5,10,13.43,2.4,7.13,0.0,0.0,0.0,1.0,1.0,0.3414838,0.8012916,0.1907356,0.1238662,0.0923874,0.1715276,0.1238795,,0.7453792,0.8160973,0.8845656,0.584268,0.6140738,,0.07401735,0.7706251,
ID5,11,15.5,2.5,10.56,0.0,0.0,0.0,1.0,1.0,0.1066376,0.2835792,0.2477149,0.1624225,0.1086488,0.284757,0.2080436,0.1263912,0.7152368,0.6579061,0.6120032,0.6955296,0.646964,0.614213,0.08154402,0.4459144,
ID5,12,13.1,1.8,8.3,0.0,0.0,0.0,1.0,1.0,0.3709971,0.99,0.2274557,0.1425995,0.1047113,0.1583922,0.1221257,0.1014172,0.9398165,0.8499561,0.8121635,0.6879677,0.6582197,0.6378042,0.08502621,0.6837502,
ID5,13,13.13,2.53,9.23,0.0,0.0,0.0,1.0,1.0,0.06698725,0.276875,0.1899374,0.1356393,0.1063614,0.2120446,0.1498246,0.1061962,0.6145815,0.573855,0.6518519,0.4492347,0.5505602,0.5537757,0.07821342,0.5053656,
ID5,14,17.96,0.9,13.97,0.0,0.0,0.0,1.0,1.0,0.1460558,0.5308167,0.1442343,0.1122848,0.09929047,0.2239062,0.1535288,0.1098861,0.5365527,0.548743,0.5348365,0.7646508,0.7304611,0.717452,0.1069283,0.4449098,
ID5,15,18.43,2.0,15.0,0.0,0.0,1.0,1.0,1.0,0.07645227,0.2475,0.1908428,0.242087,0.1785626,0.1447362,0.1352948,,0.4055856,0.5290703,0.5666376,0.4750034,0.4538868,,0.07790751,0.5126841,
ID5,16,19.44,3.76,14.94,0.0,0.0,0.0,1.0,1.0,0.3262445,0.6369458,0.1953899,0.1286435,0.1021629,0.2008377,0.1541396,0.1080768,0.7305007,0.6775143,0.663052,0.6133249,0.6070623,0.6424165,0.1353242,0.3868475,
ID5,17,,,,,,,,,,,,,,,,,,,,,,,,,
ID5,18,,,,,,,,,,,,,,,,,,,,,,,,,
ID5,19,,,,,,,,,,,,,,,,,,,,,,,,,
ID5,20E,,,,,,,,,,,,,,,,,,,,,,,,,
ID5,20P,,,,,,,,,,,,,,,,,,,,,,,,,
ID6,1,20.23,1.46,11.46,0.0,0.0,0.0,1.0,1.0,0.1094733,0.1405583,0.2047668,0.3175745,0.2842456,0.187519,0.3365093,0.4547199,0.2997754,0.5767924,0.5999148,0.544583,0.6922419,0.7229797,0.2411,0.4498334,Lo consume pero con gestos de que no le gusta
ID6,2,17.96,1.3,11.0,0.0,0.0,0.0,1.0,1.0,0.2564056,0.5892125,0.2617333,0.3516092,0.4284485,0.2642973,0.4305703,0.493007,0.5703647,0.733595,0.746321,0.541035,0.6990727,0.7062195,0.1461632,0.536075,Lo consume pero con gestos de que no le gusta
ID6,3,13.59,,,1.0,1.0,0.0,0.0,0.0,0.4511576,0.783525,,,,,,,,,,,,,,,Se niega a consumirlo e incluso llora
ID6,4,19.19,1.6,11.8,0.0,0.0,0.0,1.0,1.0,0.12726,0.2297917,0.2850431,0.4510137,0.3908797,0.2867037,0.3183158,0.3421593,0.4469779,0.6467252,0.6447507,0.4740544,0.5591538,0.5982522,0.1767798,0.4240628,Lo consume pero con gestos de que no le gusta
ID6,5,16.66,,,1.0,0.0,0.0,0.0,0.0,0.1040415,0.04000833,,,,,,,,,,,,,0.1613267,0.4271692,
ID6,6,15.59,,,1.0,0.0,0.0,0.0,0.0,0.07372083,0.4619167,,,,,,,,,,,,,0.09862088,0.660502,
ID6,7,15.86,,,1.0,0.0,0.0,0.0,0.0,0.1059866,0.4384292,,,,,,,,,,,,,0.06926724,0.4821484,
ID6,8,14.83,,,1.0,1.0,0.0,0.0,0.0,0.1326809,0.6216959,,,,,,,,,,,,,0.2622037,0.5756736,
ID6,9,31.53,17.5,28.36,1.0,0.0,0.0,1.0,1.0,0.07249985,0.9596875,0.1013797,0.1619239,0.184136,0.1874186,0.1898036,0.2284722,0.7230508,0.6962226,0.6213862,0.4895563,0.4608524,0.4434471,0.1921063,0.6396705,En un comienzo se niega a consumirlo pero luego lo acepta
ID7,2E,16.433,,,1.0,0.0,1.0,0.0,0.0,0.1057152,0.2720583,0.3477973,0.3692422,0.3844198,,,,0.8254815,0.8104893,0.7612796,,,,0.1873123,0.5453695,"No se lo lleva a la boca, lo toma veces y juega con el alimento."
ID7,3E,11.466,,,1.0,0.0,1.0,0.0,0.0,0.1336443,0.1003333,0.1344942,0.1471791,0.1360936,,,,0.1009933,0.117334,0.1360936,,,,0.1556068,0.1196927,"Se niega a comerlo, lo toma  veces y lo lanza lejos."
ID7,4E,12.266,,,1.0,0.0,1.0,0.0,0.0,0.1562684,0.1730459,0.1543502,0.1397188,0.1397188,,,,0.1721957,0.1486767,0.1486767,,,,0.08147135,0.05685955,"Lo toma, lo devuelve al plato y lo empuja lejos."
ID7,4P,13.066,,,1.0,0.0,1.0,1.0,1.0,0.1363962,0.08845416,0.1325658,0.1176897,0.1185602,,,,0.08722661,0.08267605,0.07991334,,,,0.1320989,0.3739588,"Se le dió una cucharada de papilla, pone cara de disgusto e intenta sacarselo de la boca. Se atora y tose."
ID7,5E,7.5,,,1.0,0.0,0.0,0.0,0.0,0.1036171,0.4289292,,,,,,,,,,,,,0.1069002,0.07948165,Ocupa chupete. No toca el alimento y empuja el pocillo.
ID7,5P,9.066,,,1.0,0.0,0.0,0.0,0.0,0.113982,0.103,,,,,,,,,,,,,0.1740017,0.06581059,"No deja que la ""tía"" le saque el chupete. No toca el alimento y empuja la cuchara con papilla."
ID7,6E,9.133,,,1.0,0.0,0.0,0.0,0.0,0.4058599,0.99,,,,,,,,,,,,,0.2321085,0.283153,Devuelve el pocillo con el alimento y se lleva las manos a la cabeza.
ID7,6P,5.4,,,1.0,0.0,0.0,0.0,0.0,0.1362616,0.3752583,,,,,,,,,,,,,0.1336904,0.3458251,Rechaza la cucharada de papilla girando la cara hacia el otro lado.
ID7,7E,9.333,,,1.0,0.0,1.0,0.0,0.0,0.3246327,0.3300292,0.2094932,0.1857354,0.2113513,,,,0.447519,0.3745858,0.3138664,,,,0.1900151,0.3965346,Juega con el alimento y lo devuelve al pocillo.
ID7,7P,12.733,,,1.0,0.0,1.0,1.0,0.0,0.1452533,0.3471583,0.2065738,0.1793569,0.165295,,,,0.3868204,0.366736,0.3552068,,,,0.1138589,0.133878,"Recibe una cucharada, pone cara de disgusto y devuelve la papilla desde la boca ocupando las manos."
ID7,8E,6.633,,,1.0,0.0,1.0,0.0,0.0,0.1309987,0.1068167,0.1451098,0.121628,0.1353511,,,,0.137284,0.1206645,0.1028974,,,,0.1207956,0.08784545,Toma el alimento y lo devuelve al pocillo.
ID7,8P,6.3,,,1.0,0.0,0.0,0.0,0.0,0.08995811,0.0189625,,,,,,,,,,,,,0.3078409,0.6289367,Rechaza la cucharada de papilla girando la cara hacia el otro lado.
ID7,9E,26.8,,,0.0,0.0,1.0,1.0,1.0,0.1155743,0.02680417,0.2340952,0.1959944,0.159236,0.2650586,0.2435433,0.1930558,0.3339915,0.32234,0.2848601,0.1753214,0.3744113,0.3631523,0.1938332,0.105903,"Lo toma y lo prueba, dos veces. Lo devuelve al pocillo."
ID7,10E,6.166,,,0.0,0.0,1.0,1.0,1.0,,,,,0.151834,,,,,,0.0837781,,,,0.1230932,0.2235938,"El video está grabado en diagonal a su rostro, por lo que los datos del analisis esta alterados. Come en formato entero"
ID7,10P,13.433,,,0.0,0.0,1.0,1.0,1.0,0.4202085,0.7108542,0.408136,0.3641976,0.3433771,0.3112279,0.3227057,0.5527225,0.7900542,0.7693591,0.730163,0.2165522,0.5056766,0.4356619,0.2172241,0.52937,Recibe ambas cucharadas de papilla tranquilamente.
ID7,11E,13.833,,,0.0,0.0,1.0,1.0,1.0,0.13838,0.05139167,0.1345735,0.2307394,0.2738153,,,,0.1438468,0.3933105,0.542825,,,,0.1370998,0.171331,"Prueba solo el alimento, se lo lleva el mismo a la boca."
ID7,12E,6.6,,,1.0,0.0,0.0,0.0,0.0,0.14862,0.1512292,,,,,,,,,,,,,0.341304,0.4937291,Al momento de recibir el pocillo lo devuelve sin tocar el alimento.
ID7,12P,10.566,,,0.0,0.0,1.0,1.0,1.0,0.2762383,0.2724875,0.3343064,0.2836168,0.1956922,,,,0.2858306,0.2790955,0.255596,,,,0.1755137,0.318092,Se come toda la cucharada aunque intenta devolver la comida de la boca.
ID7,13E,9.5,,,1.0,0.0,1.0,0.0,0.0,0.1988433,0.4034833,0.1970192,0.1444198,0.141193,,,,0.7177617,0.5702053,0.4450179,,,,0.2981814,0.2835795,Toma el alimento y lo devuelve al pocillo.
ID7,13P,9.933,,,1.0,0.0,1.0,1.0,1.0,0.06205257,0.3536875,0.09327832,0.1280821,0.1350767,,,,0.3536875,0.3060625,0.260778,,,,0.3892598,0.4433042,El video está grabado en diagonal a su rostro. Uso de valores mas proximos. 
ID7,14E,3.2,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Bota el pocillo al suelo. No hay datos en excel.
ID7,14P,3.266,,,1.0,1.0,0.0,0.0,0.0,0.1094829,0.0231625,,,,,,,,,,,,,,,"Llorando, se tapa la cara y rechaza cucharada. No hay datos en el excel."
ID7,15E,10.533,,,1.0,0.0,1.0,0.0,0.0,0.2285921,0.2091583,0.2278352,0.1918948,0.1675564,,,,0.2091583,0.2043575,0.1965312,,,,0.1975918,0.2316618,Juega con el alimento y lo devuelve al pocillo.
ID7,15P,10.0,,,1.0,0.0,1.0,1.0,0.0,0.2111963,0.2902042,0.8328225,0.8155075,0.6962201,,,,0.8849748,0.9076328,0.9050357,,,,0.5730056,0.8037665,Se saca la papilla de la boca con las manos.
ID7,16E,4.8,,,1.0,0.0,0.0,0.0,0.0,0.1015461,0.006958331,,,,,,,,,,,,,0.1399516,0.2759759,Empuja lejos el pocillo.
ID7,16P,2.5,,,1.0,0.0,0.0,0.0,0.0,0.5961933,0.7513416,,,,,,,,,,,,,,,Rechaza la cucharada de papilla y se tapa la cara con las manos. No hay datos del final del video en excel.
ID7,17E,5.033,,,1.0,0.0,1.0,0.0,0.0,0.174174,0.1385917,0.174561,0.2093116,0.2113853,,,,0.1385917,0.1705458,0.1741597,,,,0.1615002,0.5839499,Lo toca. Voltea la cara al darle un trozo.
ID7,17P,8.1,,,1.0,0.0,0.0,1.0,1.0,0.1198633,0.0291,0.3102474,0.211707,0.1611953,,,,0.5450671,0.4553156,0.3923199,,,,0.1662912,0.5056212,A la primera cucharada dada voltea el rostro para no comer.
ID7,18E,5.633,,,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Llora con las manos en la cara y empuja el pocillo. No hay datos del inicio y final del video en excel.
ID7,18P,6.3,,,1.0,0.0,0.0,1.0,0.0,0.4564167,0.6373584,0.1787241,0.1622553,0.1815714,,,,0.3473286,0.2890671,0.2633553,,,,0.1992008,0.4317535,Mientras juega con un juguete se le da la punta de una cucharada de papilla.
ID7,19E,17.333,,,1.0,0.0,1.0,0.0,0.0,0.3106967,0.519875,0.3439638,0.2478087,0.1651472,,,,0.5498555,0.5133861,0.4341976,,,,0.3333689,0.2793107,Lo toca y juega con el alimento.
ID7,20E,3.7,,,1.0,0.0,1.0,0.0,0.0,0.2041367,0.2019125,0.203622,0.1844831,0.220844,,,,0.2019125,0.1967581,0.2114207,,,,0.5425794,0.7237668,Toma el alimento y lo devuelve al pocillo.
ID7,20P,4.3,,,1.0,0.0,0.0,0.0,0.0,0.1342967,0.1007625,,,,,,,,,,,,,0.1702373,0.2494262,"Se nota ""con sueño"" y no recibe la cucharada."
ID7,21E,12.266,,,1.0,0.0,0.0,0.0,0.0,0.4651833,0.3702334,,,,,,,,,,,,,0.3722586,0.4897515,Bota el alimento y juega con el pocillo.
ID7,21P,34.266,,,1.0,0.0,0.0,1.0,0.0,0.7142699,0.6916834,0.1828006,0.2179966,0.4098203,,,,0.555804,0.5323975,0.4851777,,,,0.4095747,0.3865631,Se mantiene pendiente del juguete y rechaza 3 cucharadas de papilla.
ID8,1E 1,5.4,,,1.0,0.0,1.0,0.0,0.0,0.2124708,0.2464458,0.2423786,0.1753428,0.1440508,,,,0.9424384,0.8568207,0.7378401,,,,0.2846149,0.563182,Lo toca y lo devuelve al pocillo
ID8,1E 2,13.466,,,1.0,0.0,1.0,0.0,0.0,0.3010832,0.5651959,0.1286972,0.1013293,0.2249585,0.2208331,0.2645746,0.3139165,0.5173466,0.4833134,0.4463798,0.2021356,0.2746239,0.3515112,0.3609341,0.5642887,"Toca el alimento 2 veces, lo devuelve al pocillo y lo empuja lejos. Pone cara de disgusto"
ID8,2E,11.4,,,1.0,0.0,1.0,1.0,0.0,0.1539204,0.1079958,0.2867101,0.2675195,0.3174668,,,,0.5047827,0.4895595,0.6070022,,,,0.1235159,0.328681,Prueba el alimento pero lo escupe.
ID8,3E,10.233,,,1.0,0.0,1.0,1.0,0.0,0.3597044,0.6990083,0.2522807,0.2022212,0.1313097,,,,0.5264881,0.4670722,0.4133333,,,,0.09409345,0.2851841,"Se lo lleva a la boca, lo prueba y lo devuelve al pocillo."
ID8,4E,13.7,,,1.0,0.0,1.0,0.0,0.0,0.1156009,0.0757,0.1031341,0.09290711,0.09941091,0.2193933,0.220452,0.2220348,0.07301156,0.06103568,0.05019989,0.5933516,0.5419647,0.4687776,0.1644979,0.1367596,Lo toma 2 veces y en ambas lo devuelve al pocillo.
ID8,4P,10.0,,,1.0,0.0,1.0,1.0,0.0,0.5643633,0.5620042,0.5727798,0.4796446,0.3530152,,,,0.5607771,0.5490636,0.5192495,,,,0.2393709,0.3331849,"Prueba una cucharada de papilla, devuelve la comida de la boca."
ID8,5E,7.666,,,1.0,0.0,1.0,1.0,0.0,0.1610775,0.4091792,0.3148661,0.3960989,0.4071913,,,,0.4170483,0.614133,0.7335144,,,,0.1837509,0.3517459,Toca el alimento y se lleva las manos a la boca.
ID8,5P,7.933,,,1.0,0.0,0.0,0.0,0.0,0.1802628,0.2181792,,,,,,,,,,,,,0.09106045,0.119178,"Rechaza la cucharada de papilla. Se le nota ""con sueño""."
ID8,6E,15.033,,,1.0,0.0,1.0,0.0,0.0,,,0.421339,0.2927631,0.135949,,,,0.7089484,0.6905889,0.5627045,,,,0.2200071,0.3657986,"No hay datos de los primeros 9,6 segundos de video. Toma el alimento y juega con el."
ID8,6P,17.766,,,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,No hay datos del momento en que prueba la cucharada de papilla. Video grabado en diagonal.
ID8,7E,9.5,,,1.0,0.0,1.0,0.0,0.0,0.1945567,0.4037,0.196962,0.2330686,0.283761,,,,0.2395643,0.2248865,0.2617213,,,,0.2261769,0.2734557,Mientras juega con el pocillo toca el alimento 1 sola vez.
ID8,7P,18.866,,,0.0,0.0,0.0,1.0,1.0,0.1635482,0.1881792,0.2472862,0.3215573,0.2533894,0.3254966,0.3158379,0.2427962,0.4053712,0.5103967,0.5436983,0.384771,0.3584179,0.3454259,0.1043483,0.4356228,Se le entrega la cuchara para que pruebe ella. Recibe una cucharada. Cara de disgusto.
ID8,8E,5.933,,,1.0,0.0,0.0,0.0,0.0,0.1464133,0.1228458,,,,,,,,,,,,,0.08034863,0.58239,Empuja el plato sin tocar el alimento.
ID8,8P,4.5,,,1.0,0.0,0.0,0.0,0.0,0.1691267,0.3877625,,,,,,,,,,,,,0.09102952,0.352678,"Rechaza cucharada girando al cara. Valores iniciales de 0,5 ( Más próximos)"
ID8,9E,20.933,,,0.0,0.0,1.0,1.0,1.0,0.0745306,0.130525,0.1255046,0.1215316,0.2134682,0.3255731,0.2779662,0.2357929,0.3653741,0.454716,0.452163,0.8459024,0.7782416,0.7034567,0.2797962,0.7158337,Come sola el alimento mas de 2 veces.
ID8,10E,27.1,,,0.0,0.0,1.0,1.0,1.0,0.09457376,0.0266,0.163352,0.1343484,0.2097548,0.2581888,0.2624163,0.2234242,0.3002277,0.25713,0.2281155,0.4563007,0.4377376,0.4228791,0.1214067,0.2875643,Come sola el alimento mas de 2 veces.
ID8,11E,24.833,,,0.0,0.0,1.0,1.0,1.0,0.1631646,0.3883042,0.1842526,0.1611912,0.1467521,,,,0.530993,0.5020744,0.4208509,,,,0.2182218,0.5251731,Se usaron los datos mas cercanos para el inicio y el final. Faltan muchos valores.
ID8,12E,23.433,,,0.0,0.0,1.0,1.0,1.0,0.09309694,0.2922208,0.2283056,0.2686335,0.2316523,0.1737029,0.1471074,0.1496266,0.2819375,0.4856033,0.4899078,0.4462129,0.4198807,0.3903338,0.1694237,0.4473682,Come sola el alimento mas de 2 veces.
ID8,13E,41.333,,,0.0,0.0,1.0,1.0,1.0,0.18566,0.222775,0.2824961,0.2880596,0.1864768,0.2138446,0.2661918,0.2187728,0.542124,0.6076182,0.5827317,0.3415176,0.4666353,0.5875657,0.3789586,0.9289542,Come sola el alimento mas de 2 veces.
ID8,14E,23.066,,,0.0,0.0,1.0,1.0,1.0,0.195268,0.215425,0.3427973,0.2831385,0.1548717,0.2096916,0.2197304,0.2774687,0.5357223,0.5231195,0.3407253,0.6286651,0.5534363,0.4981287,0.1517569,0.2549531,Se tapa la boca los primeros segundos de video. Come sola mas de 2 veces.
ID8,15E,27.1,,,0.0,0.0,1.0,1.0,1.0,0.13404,0.09491667,0.2520434,0.1951161,0.1753681,0.2392494,0.2664619,0.241443,0.764861,0.740591,0.6949449,0.4584108,0.6072435,0.6081169,0.1356822,0.1928344,Come sola el alimento mas de 2 veces.
ID8,16E,25.866,,,0.0,0.0,1.0,1.0,1.0,0.35439,0.5654876,0.1856559,0.1837161,0.1604409,0.09404965,0.1786708,0.2859893,0.4617161,0.4190721,0.5670957,0.4392025,0.4036565,0.5148271,0.2322019,0.4930022,Come sola el alimento mas de 2 veces.
ID8,17E,14.766,,,0.0,0.0,1.0,1.0,1.0,0.1072586,0.02042083,0.2842873,0.2655616,0.2148339,0.2494026,0.3271603,0.2624553,0.2645574,0.3840007,0.4130799,0.4345425,0.5021551,0.4950575,0.3201752,0.4860912,Mantiene el alimento cerca de su boca y lo mastica varias veces.
ID8,18E,29.433,,,0.0,0.0,1.0,1.0,1.0,0.1071258,0.01803334,0.2998507,0.2416155,0.1950186,0.2243881,0.2790847,0.2318702,0.405401,0.4343908,0.4325037,0.3319523,0.4127983,0.4304501,0.1581875,0.09766552,Come sola el alimento mas de 2 veces.
ID8,19E,23.666,,,0.0,0.0,1.0,1.0,1.0,0.06045927,0.2475,0.06442668,0.1653163,0.2201509,0.1612895,0.2445363,0.2145317,0.2475,0.3369731,0.4195025,0.3133173,0.4269392,0.4585409,0.219364,0.3586877,Come sola el alimento mas de 2 veces.
ID8,20E,24.433,,,0.0,0.0,1.0,1.0,1.0,0.09044484,0.0217375,0.2066715,0.2563622,0.1793021,0.2039901,0.1971083,0.2063329,0.146704,0.5895192,0.6246672,0.3564649,0.3834284,0.4254411,0.1692077,0.2071007,Come sola. Mantiene el alimento cerca de su boca dandole varias mordidas.
ID9,1,,,,,,,,,,,,,,,,,,,,,,,,,
ID9,2,35.46,15.16,30.53,0.0,0.0,1.0,1.0,1.0,0.3410981,0.8007792,0.1746858,0.1537421,0.1311946,0.1500446,0.1208947,0.1014798,0.5309276,0.4884807,0.4400403,0.3335245,0.3141364,0.2991163,0.1343172,0.4672336,
ID9,3,10.03,2.5,,0.0,0.0,1.0,1.0,1.0,0.1289433,0.1392833,0.1223885,0.1598134,0.2472287,,,,0.1007269,0.1018946,0.2397644,,,,0.3681029,0.5258981,"Se coloco el dato de los 0,5 segundos despues a los 0,36 segundos ya que luego de esos no habia mas lectura de datos"
ID9,4,30.86,11.6,24.8,0.0,0.0,1.0,1.0,1.0,0.1696867,0.1157792,0.1221673,0.1115218,0.1234038,0.09946946,0.1078368,0.1035022,0.6516266,0.6135224,0.5717126,0.4205508,0.4225203,0.4360158,0.2041979,0.420896,
ID9,5,22.2,1.03,12.36,0.0,0.0,1.0,1.0,1.0,0.4445434,0.7026334,0.3855805,0.3966434,0.3671055,0.2671963,0.2445161,0.1944636,0.6954298,0.8634034,0.9358109,0.6715493,0.7653782,0.7468902,0.1751411,0.6942983,
ID9,6,24.93,6.83,18.93,0.0,0.0,1.0,1.0,1.0,0.1880582,0.1519917,0.3245332,0.3500576,0.3201698,0.2878698,0.3243794,0.3286186,0.9208104,0.9071752,0.8938225,0.6551286,0.6251847,0.5853868,0.1161732,0.402923,
ID9,7,36.0,4.33,32.5,0.0,0.0,1.0,1.0,1.0,0.1559567,0.06994584,0.2991265,0.257659,0.1913362,0.3192262,0.3568369,0.3177388,0.8518409,0.9071807,0.8806189,0.4813514,0.5256378,0.5399507,0.1633827,0.4870188,Prueba mas de 2 veces
ID9,8,43.73,1.93,23.82,0.0,0.0,1.0,1.0,1.0,0.1233026,0.5108625,0.1935254,0.2348534,0.2439131,0.2454706,0.2556227,0.207053,0.4773907,0.466717,0.4552697,0.5083111,0.4399867,0.4036314,0.07371148,0.3941093,
ID9,9,22.1,4.26,14.0,0.0,0.0,1.0,1.0,1.0,0.1065545,0.2888583,0.1392929,0.1116769,0.0921234,0.1370783,0.1175328,0.1052138,0.7145786,0.6866395,0.6253452,0.4203999,0.3910085,0.3733877,0.168704,0.4779099,
ID9,10,23.56,2.9,,0.0,0.0,1.0,1.0,1.0,0.112253,0.3624042,0.1471132,0.1168169,0.1302014,,,,0.7352679,0.6622322,0.6138687,,,,0.2257332,0.433336,Segunda prueba sin lectura de datos clara por mucho intervalo de tiempo.
ID9,11,34.23,4.7,21.7,0.0,0.0,1.0,1.0,1.0,0.1842667,0.1053333,0.2025654,0.1948295,0.1635696,0.1236208,0.1164237,0.1431352,0.8608672,0.8433899,0.8381587,0.432517,0.4072602,0.3873926,0.112975,0.797573,
ID9,12,31.6,4.76,15.26,0.0,0.0,1.0,1.0,1.0,0.087325,0.0,0.2257177,0.172459,0.1392358,0.2269021,0.1841709,0.1567013,0.7235064,0.6617463,0.5881135,0.7060631,0.6407735,0.5641809,0.167147,0.1754772,
ID9,13,29.06,2.16,22.1,0.0,0.0,1.0,1.0,1.0,0.08268309,0.00425,0.2305564,0.2247796,0.1957931,0.1787568,0.1427688,0.1543714,0.4700059,0.4535059,0.5462557,0.3528976,0.3718258,0.4206361,0.2348439,0.4654278,
ID9,14,24.56,3.8,11.2,0.0,0.0,1.0,1.0,1.0,0.3818126,0.8613167,0.1976119,0.1933941,0.1784167,0.2866985,0.1708952,0.1196397,0.8388493,0.81718,0.7819201,0.7299792,0.7204863,0.6925616,0.2175313,0.7023686,
