sujeto,dia_prueba,t_total_s,t_prueba1_s,t_prueba2_s,rechaza,llora,lo_toca,lo_prueba,lo_consume,val_inicio,aro_inicio,val1_antes,val1_durante,val1_despues,val2_antes,val2_durante,val2_despues,aro1_antes,aro1_durante,aro1_despues,aro2_antes,aro2_durante,aro2_despues,val_final,aro_final,comentarios
ID9,15,56.36,5.7,34.73,0.0,0.0,1.0,1.0,1.0,0.2230859,0.1543792,0.1497519,0.1208812,0.1182593,0.1265285,0.1314549,0.110943,0.398603,0.7143085,0.8146957,0.5574406,0.4949857,0.4519902,0.1543104,0.278578,
ID9,16,,,,,,,,,,,,,,,,,,,,,,,,,
ID9,17,,,,,,,,,,,,,,,,,,,,,,,,,
ID9,18,,,,,,,,,,,,,,,,,,,,,,,,,
ID9,19,,,,,,,,,,,,,,,,,,,,,,,,,
ID9,20E,,,,,,,,,,,,,,,,,,,,,,,,,
ID9,20P,,,,,,,,,,,,,,,,,,,,,,,,,
ID10,1E,10.2,,,1.0,0.0,1.0,1.0,0.0,0.08271468,0.001320833,0.1024262,0.1304721,0.1850719,,,,0.01386431,0.1375612,0.3311712,,,,0.1100249,0.2804184,Lo prueba una vez y lo devuelve al pocillo.
ID10,2E,21.466,,,1.0,0.0,1.0,1.0,0.0,0.1790129,0.13705,0.2883124,0.3544033,0.3173214,0.5314291,0.4516426,0.5954035,0.4235297,0.5483804,0.6076191,0.7785494,0.7380888,0.685304,0.2443964,0.3104119,Prueba el alimento dos veces y lo devuelve al pocillo.
ID10,3E,29.566,,,1.0,0.0,1.0,0.0,0.0,0.08852673,0.04288751,0.08852673,0.08526383,0.0815951,0.1014143,0.08470007,0.07792749,0.04288751,0.04263918,0.04765306,0.1553276,0.1273758,0.1074468,0.09841397,0.163747,"Solo toca el alimento, juega con este y empuja el pocillo. V y A de inicio coinciden con el 0,5 antes de T1"
ID10,4E,19.133,,,1.0,0.0,1.0,1.0,0.0,0.16606,0.09979168,0.1363168,0.1313395,0.1261839,0.08644652,0.1118086,0.1458855,0.4505579,0.3702853,0.3353725,0.08472927,0.1236312,0.2639187,0.1021149,0.2540414,Prueba el alimento y se saca la comida de la boca con las manos.
ID10,5E,10.833,,,1.0,0.0,1.0,1.0,0.0,0.1221641,0.05009583,0.5149063,0.5116923,0.4497222,,,,0.6725146,0.7171935,0.7124324,,,,0.1798458,0.3784216,"Lo prueba una vez, lo devuelve al pocillo y juega con este."
ID10,5P,14.266,,,1.0,0.0,0.0,1.0,0.0,0.22899,0.1801417,0.3642771,0.4069272,0.3825259,,,,0.4069449,0.5334297,0.614906,,,,0.4329323,0.7232409,"Rechaza primera cucharada, Acepta una segunda dada por ""la tía""."
ID10,6E,10.6,,,1.0,0.0,0.0,0.0,0.0,0.09181569,0.2628042,,,,,,,,,,,,,0.1164659,0.2821426,Empuja el pocillo y se aleja de quien le ofrece el alimento.
ID10,6P,7.066,,,1.0,0.0,0.0,0.0,0.0,0.3514827,0.9621333,,,,,,,,,,,,,0.2944759,0.5409511,"Rechaza cucharadas y se aleja de quien se las da.No hay datos de V y A al final del video, se usaron los de 4,76"
ID10,7E,12.4,,,1.0,0.0,1.0,0.0,0.0,0.1341533,0.04383333,,0.1341533,0.1525475,0.1819022,0.2876503,0.3286581,,0.04383333,0.05974424,0.1893299,0.2345093,0.4308387,0.1736554,0.4274192,El video inicia con la niña tocando el alimento. Se registra una segunda tomada de este.
ID10,7P,3.9,,,1.0,0.0,0.0,0.0,0.0,0.1332127,0.3326042,,,,,,,,,,,,,0.2931141,0.4141897,Rechaza la cucharada de papilla volteando la cara y alejandose.
ID10,8E,4.633,,,1.0,0.0,0.0,0.0,0.0,0.3573974,0.352975,,,,,,,,,,,,,0.119998,0.3623337,Aleja el pocillo sin tocar el alimento.
ID10,8P,10.166,,,1.0,0.0,0.0,0.0,0.0,0.05619821,0.2737167,,,,,,,,,,,,,0.1294312,0.1885809,"Rechaza las cucharadas girando el rostro. No hay datos de V y A al final del video, se usaron los de 8,23"
ID10,9E,1.7,,,1.0,0.0,0.0,0.0,0.0,0.08344078,0.1143792,,,,,,,,,,,,,0.09264832,0.1291271,Devuelve el pocillo sin tocar el alimento.
ID10,9P,8.333,,,1.0,0.0,0.0,0.0,0.0,0.1422833,0.1613334,,,,,,,,,,,,,0.4502593,0.4238342,"Gira la cabeza y se aleja. No recibe cucharadas. No hay datos de V y A al final del video, se usaron los de 6,33"
ID10,10E,5.366,,,1.0,0.0,1.0,0.0,0.0,0.282034,0.4795958,0.3223003,0.2316153,0.1456016,,,,0.623566,0.6518379,0.5653431,,,,0.09508392,0.287584,Lo toma para devolverlo al pocillo.
ID10,10P,3.333,,,1.0,0.0,0.0,0.0,0.0,0.09689812,0.2727042,,,,,,,,,,,,,,,"Rechaza cucharada girando la cara. Solo hay datos los primeros 0,4 segundos."
ID10,11E,4.966,,,1.0,0.0,1.0,0.0,0.0,0.1181861,0.1004542,0.1185218,0.121611,0.110691,,,,0.1010552,0.1215053,0.119387,,,,0.1871884,0.2306463,Solo toca el alimento en el pocillo.
ID10,11P,3.9,,,1.0,0.0,0.0,0.0,0.0,0.1384444,0.6133708,,,,,,,,,,,,,0.1370841,0.4664963,"Rechaza las cucharadas girando el rostro. No hay datos de V y A al final del video, se usaron los de 2,96"
ID10,13E,24.866,,,0.0,0.0,1.0,1.0,1.0,0.3777813,0.7563334,0.3810111,0.3889394,0.3795432,0.3030837,0.2794781,0.2103677,0.7538292,0.7404794,0.7120321,0.4752907,0.4881671,0.4691946,0.2525989,0.4382362,"En T1 prueba sola el alimento, en T2 recibe alimento en la boca"
ID10,14E,21.733,,,0.0,0.0,1.0,1.0,1.0,0.1626113,0.1448292,0.1809751,0.1826161,0.1458408,0.164412,0.1783595,0.1404351,0.4304268,0.4359871,0.4267659,0.3575355,0.3087772,0.2731287,0.1374352,0.3930023,Prueba sola el alimento mas de 2 veces.
ID10,15E,29.6,,,1.0,0.0,1.0,1.0,0.0,0.1014027,0.265675,0.09435745,0.167367,0.2131429,0.1881227,0.245566,0.2253319,0.2033394,0.3104614,0.3925062,0.3127556,0.4033666,0.4231912,0.209228,0.447542,Solo se pasa el alimento por los labios y cuando se lo dan en la boca lo toma para dejarlo en el pocillo.
ID10,15P,9.633,,,1.0,1.0,0.0,1.0,0.0,0.09881022,0.1687083,0.2021878,0.2293323,0.4658347,,,,0.40648,0.4025089,0.3941914,,,,0.3892221,0.4734967,Prueba la punta de una cucharada y llora.
ID10,16P,9.166,,,1.0,1.0,0.0,1.0,0.0,0.2987133,0.4958917,0.4710391,0.4626113,0.3227941,,,,0.6444631,0.7795191,0.7440954,,,,0.2150588,0.44098,"Recibe una cucharada que le da ""la tía"", escupe la papilla y llora."
ID11,1,25.86,16.9,,0.0,0.0,1.0,1.0,1.0,0.1165132,0.0807125,0.1566749,0.1322323,0.1321954,,,,0.265645,0.2843759,0.3130416,,,,0.1503318,0.2243589,Consume la primera prueba durante gran parte del video
ID11,2,16.43,6.66,,0.0,0.0,1.0,1.0,1.0,0.09429527,0.1887167,0.09971736,0.09200459,0.09328405,,,,0.09971736,0.2628197,0.2953565,,,,0.1903713,0.2570737,Consume la primera prueba durante gran parte del video
ID11,3,18.26,11.6,,0.0,0.0,1.0,1.0,1.0,0.1052737,0.03699583,0.1198152,0.1150919,0.1923321,,,,0.3635963,0.3513156,0.3535926,,,,0.1689096,0.1263816,Consume la primera prueba durante gran parte del video
ID11,4,23.66,4.76,12.8,0.0,0.0,1.0,1.0,1.0,0.09575192,0.04299584,0.1016846,0.1036644,0.09560243,0.1435432,0.1363723,0.1573119,0.3183672,0.3083792,0.2753376,0.2475303,0.4242715,0.4446328,0.1219185,0.3767492,Come con gusto
ID11,5,15.36,2.2,10.56,0.0,0.0,1.0,1.0,1.0,0.08128358,0.039775,0.1220854,0.1897338,0.4650601,0.172314,0.1537146,0.119609,0.2615545,0.5007074,0.6580111,0.190352,0.5077271,0.6076298,0.2393199,0.5078701,Come con gusto
ID11,6,25.71,0.2,17.04,0.0,0.0,1.0,1.0,1.0,0.1284411,0.3003583,0.1284411,0.1270432,0.212774,0.1585517,0.2974356,0.2609687,0.3003583,0.3001689,0.4108741,0.1430534,0.42404,0.3883082,0.09956781,0.4429244,Come con gusto
ID11,7,25.3,5.43,20.63,0.0,0.0,1.0,1.0,1.0,0.1097717,0.016775,0.1746698,0.2075472,0.2673093,0.2473604,0.2160437,0.2020131,0.3926282,0.3848937,0.4437106,0.5969563,0.5582119,0.5196793,0.1407913,0.3624839,Come con gusto
ID11,8,14.63,0.23,,0.0,0.0,1.0,1.0,1.0,0.1331609,0.0512375,0.1331609,0.1359888,0.138828,,,,0.0512375,0.05270897,0.05284483,,,,0.1037762,0.453332,Consume la primera prueba durante gran parte del video
ID11,9,28.63,2.7,,0.0,0.0,1.0,1.0,1.0,0.1080291,0.07157917,0.1776039,0.1450954,0.1133238,,,,0.4037602,0.4211364,0.4180135,,,,0.1049051,0.4917015,Consume la primera prueba durante gran parte del video
ID11,10,13.63,0.0,,0.0,0.0,1.0,1.0,1.0,0.08050117,0.4834459,,0.08050117,0.1093957,,,,,0.4834459,0.4873155,,,,0.1802762,0.4600199,"Parte el video comiendo el alimento, no existe una segunda prueba"
ID11,11,15.5,3.43,,0.0,0.0,1.0,1.0,1.0,0.2521467,0.4829667,,0.1111496,0.143873,,,,,0.3240246,0.3132302,,,,0.1488976,0.3595645,"Los 0,5 segundos antes de la primera prueba no fueron leidos"
ID11,12,19.13,11.83,,0.0,0.0,1.0,1.0,1.0,0.7549233,0.7463834,0.1812904,0.1352438,0.1660121,,,,0.2858625,0.2341187,0.2057226,,,,0.09807658,0.4096306,Consume la primera prueba durante gran parte del video
ID11,13,23.83,2.23,17.46,0.0,0.0,1.0,1.0,1.0,0.09027839,0.03139583,0.127509,0.1146514,0.1049016,0.1129685,0.1660096,0.1879942,0.3124669,0.3132051,0.3071504,0.324962,0.3230293,0.3500503,0.1566546,0.3987475,Come con gusto
ID11,14,32.13,5.73,13.7,0.0,0.0,1.0,1.0,1.0,0.13619,0.05735,0.206327,0.1581376,0.1865318,0.260246,0.1906894,0.1609325,0.5752258,0.5216352,0.4770368,0.7879431,0.7032691,0.6235048,0.2201922,0.2596011,Come con gusto
ID11,15,13.4,3.43,,0.0,0.0,1.0,1.0,1.0,0.07521877,0.006037501,0.1990654,0.2035896,0.1858804,,,,0.6847942,0.6234161,0.5802996,,,,0.1090008,0.3547165,Consume la primera prueba durante gran parte del video
ID11,16,24.36,4.3,10.8,0.0,0.0,1.0,1.0,1.0,0.08222776,0.0142375,0.1331619,0.09945488,0.1169316,0.1703328,0.2841082,0.3309247,0.4657803,0.4372061,0.4100894,0.08405677,0.3270518,0.4690938,0.1140881,0.283566,Come con gusto
ID11,17,16.33,3.06,,0.0,0.0,1.0,1.0,1.0,0.07232368,0.008158334,0.2889375,0.1998075,0.1648137,,,,0.7061829,0.7061636,0.6707883,,,,0.09650695,0.2666984,Consume la primera prueba durante gran parte del video
ID11,18,24.5,2.53,21.73,0.0,0.0,1.0,1.0,1.0,0.1064316,0.01674167,0.1305292,0.1184404,0.1085932,0.1819203,0.2218274,0.1926615,0.3177393,0.31333,0.3048108,0.3861908,0.3887331,0.3882614,0.122266,0.3099854,Los datos finales del video no fueron leidos
ID11,19,31.23,3.23,19.76,0.0,0.0,1.0,1.0,1.0,0.09439922,0.009420834,0.1568554,0.1182656,0.1426211,0.1467733,0.1856564,0.1775353,0.2924298,0.3241828,0.3694673,0.3610771,0.3693815,0.3674133,0.1841191,0.4211835,Come mas de 2 pruebas.
ID11,20,22.83,1.4,19.76,0.0,0.0,1.0,1.0,1.0,0.1009742,0.04174583,,0.1009742,0.1384149,0.235048,0.156126,0.1262459,,0.04174583,0.04105771,0.4832124,0.4533736,0.503814,0.1927477,0.5583954,"Los datos del inicio del video no fueron leidos por el programa, tampoco los 0,5 segundos antes ni despues de la primera prueba (los despues fueron considerados los siguientes mas proximos)"
ID12,1,22.566,1.44,13.92,1.0,0.0,1.0,0.0,0.0,0.1243589,0.09422083,0.09901952,0.09750197,0.1060706,0.2508765,0.2730761,0.3669966,0.09321401,0.2479044,0.3087176,0.4958106,0.4737754,0.5619009,0.1062936,0.3074375,Se lo acerca a la boca pero no lo prueba 
ID12,2,5.233,1.06,2.72,1.0,0.0,1.0,0.0,0.0,0.1142948,0.4418459,0.1190336,0.1141463,0.1182612,0.1183446,0.1100066,0.104767,0.4324604,0.3808539,0.3265742,0.2827995,0.257592,0.3571825,0.1341784,0.5905024,"primero lo empuja, después lo agarra, pero no prueba  "
ID12,3,10.8,0.0,6.25,1.0,0.0,1.0,0.0,0.0,0.0794615,0.0,,0.0794615,0.08494901,0.09739874,,,,0.0,0.03922502,0.4675803,,,0.1076322,0.4197339,"Inicia el video con el coliflor en la mano, lo toca con la boca pero no lo prueba "
ID12,4,34.633,0.0,10.39,0.0,0.0,1.0,1.0,1.0,0.07711896,0.1191167,,0.07711896,0.1058702,0.1102191,,,,0.1191167,0.1153237,0.4447846,,,0.1334849,0.2954331,"inicia el video con el coliflor en la mano, al principio solo lo toca con la boca, pero después lo prueba "
ID12,5E,12.966,0.61,6.05,1.0,0.0,1.0,0.0,0.0,0.1080541,0.04209167,0.1127918,0.1196104,0.1030219,,0.1542634,0.1346709,0.04474305,0.07209378,0.1457842,,0.5246242,0.6421005,0.2874253,0.3637328,"estudiante le da el alimento, lo toca pero no lo prueba "
ID12,5P,9.966,1.65,,0.0,0.0,1.0,1.0,1.0,0.06672775,0.0,0.07724884,0.1995704,0.1509604,,,,0.2853993,0.4236056,0.4124988,,,,0.07253251,0.6481366,come el alimento en forma papilla dado por la estudiante 
ID12,6E,23.033,0.0,,1.0,0.0,1.0,0.0,0.0,0.08383796,0.5052375,,0.08383796,0.07573289,,,,,0.5052375,0.5487934,,,,0.07887455,0.2895538,"lo tiene todo el tiempo en la mano, lo toca con la boca pero no lo come "
ID12,6P,9.433,1.43,,0.0,0.0,1.0,1.0,1.0,0.07138076,0.4152042,0.1322505,0.3178509,0.264551,,,,0.3754205,0.4177588,0.5655727,,,,0.1238734,0.344272,come papilla dada por estudiante mientras juega con el coliflor entero 
ID12,7P,12.033,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.1222685,0.3453705,gira la cara todo el tiempo y no prueba la papilla 
ID12,8E,10.3,0.0,5.65,1.0,0.0,1.0,0.0,0.0,0.2280201,0.7435292,,0.2280201,0.1547369,0.1141891,0.09737071,0.1399549,,0.7435292,0.7189533,0.4631059,0.4335902,0.3720898,0.109276,0.5047137,"lo toca y lo deja en el posillo, no lo prueba "
ID12,9E,12.766,0.0,5.29,1.0,0.0,1.0,0.0,0.0,0.086647,0.3292584,,0.086647,0.0816773,0.2015351,0.1778578,0.1593312,,0.3292584,0.3253808,0.248875,0.2455039,0.2837166,0.2337229,0.4637481,"inicia el video con el coliflor en la mano, lo toca y no lo prueba, lo aleja con la mano "
ID12,10E,5.566,,,1.0,0.0,0.0,0.0,0.0,0.09527824,0.01672916,,,,,,,,,,,,,0.1615237,0.2446972,"juega con el pocillo donde está el coliflor, no toca el coliflor, solo el pocillo "
ID12,10P,31.033,1.71,16.26,0.0,0.0,1.0,1.0,1.0,,,0.1174571,0.2874521,0.2153728,0.1498492,0.2348427,0.27495,0.07569067,0.3273939,0.4237379,0.07371388,0.2823056,0.4096354,0.1545793,0.3007233,prueba 3 veces la papilla 
ID12,11E,7.7,0.88,,1.0,0.0,1.0,0.0,0.0,0.1100928,0.2749,0.10383,0.1097805,0.1133395,,,,0.2741365,0.2735234,0.2705954,,,,0.08014002,0.1918826,"no lo prueba, solo toca el coliflor y juega con el pocillo "
ID12,11P,10.666,5.75,,0.0,0.0,1.0,1.0,1.0,,,0.1871124,0.3082295,0.3104981,,,,0.3413018,0.3488591,0.5333382,,,,0.1913425,0.5317823,.
ID12,12E,7.033,1.86,,1.0,0.0,1.0,0.0,0.0,0.07692101,0.147625,0.1164454,0.1110196,0.1102862,,,,0.1714172,0.2407354,0.2329257,,,,0.1307233,0.7668851,solo lo toma 
ID12,12P,16.833,1.05,10.25,0.0,0.0,1.0,1.0,1.0,0.07650501,0.05701251,0.08533797,0.1804242,0.2986698,,0.152454,0.1763185,0.05693322,0.2893726,0.5934225,,,0.4889294,0.4045818,0.8159162,prueba la papilla mientras juega con el coliflor entero 
ID12,13E,10.733,0.0,,0.0,0.0,1.0,1.0,0.0,0.08312672,0.4292334,,0.08312672,0.09790284,,,,,0.4292334,0.4467719,,,,0.1323926,0.4876008,"en todo momento tiene el coliflor en las manos. Solo lo saborea, sin tragar "
ID12,13P,6.769,0.11,,0.0,0.0,1.0,1.0,1.0,0.1427367,0.5748167,,0.1514652,0.2122566,,,,,0.574689,0.6533958,,,,0.09169072,0.5037351,
ID12,14E,24.4,0.37,,0.0,0.0,1.0,1.0,1.0,,,,0.1183162,0.1204959,,,,,0.03756945,0.03936628,,,,0.1444815,0.438831,"lo prueba, la primera vez lo toma sola y la segunda de se lo da la tía del jardín "
ID12,15E,2.8,0.0,,1.0,0.0,1.0,0.0,0.0,0.07699577,0.02947083,,0.07699577,0.07944039,,,,,0.02947083,0.02892016,,,,0.1056367,0.03375949,"inicia el video con el coliflor en la mano, no lo come "
ID12,15P,9.1,0.78,6.46,0.0,0.0,1.0,1.0,1.0,0.3441013,0.7270209,0.3538468,0.3710663,0.2407814,0.2026584,0.294513,0.192935,0.7467313,0.7900654,0.7687618,0.2956749,0.6207911,0.5985426,0.0953191,0.4508551,"la tía del jardín le da la papilla, mientras juega con el coliflor entero "
ID12,16E,13.7,6.97,,0.0,0.0,1.0,1.0,1.0,0.08014413,0.09549168,,,,,,,,,,,,,0.1431684,0.4811277,al principio quita la cara. El coliflor se lo da la tía del jardín
ID12,16P,12.666,0.57,9.26,0.0,0.0,1.0,1.0,1.0,,,,,,0.3271498,0.3909031,0.315183,,,,0.7030864,0.9274332,0.9372905,0.07318828,0.6852563,papilla se la da la tía del jardín 
ID12,17E,11.6,0.0,,0.0,0.0,1.0,1.0,1.0,0.1320167,0.4278042,,0.1320167,,,,,,0.4278042,,,,,0.1586478,0.5750076,inicia el video con el coliflor en la boca 
ID12,18E,14.5,0.0,,0.0,0.0,1.0,1.0,1.0,0.4903145,0.8684167,,0.4903145,0.4477623,,,,,0.8684167,0.8622538,,,,0.1777257,0.6176352,inicia el video con el coliflor en la boca 
ID12,19E,28.8,0.0,,0.0,0.0,1.0,1.0,1.0,0.120548,0.6990625,,0.120548,0.1064186,,,,,0.6990625,0.6779303,,,,0.1686586,0.3070058,inicia el video con el coliflor tomado con la mano. En todo el video tiene tomado el coliflor
ID12,20E,11.333,0.0,,0.0,0.0,1.0,1.0,1.0,0.1459734,0.11195,,0.1459734,0.1487572,,,,,0.11195,0.192539,,,,0.1321475,0.6123358,inicia el video con el coliflor tomado con la mano. En todo el video tiene tomado el coliflor
ID12,20P,17.8,1.78,12.93,0.0,0.0,1.0,1.0,1.0,,,,,,0.360514,0.4038244,0.3249879,,,,0.6398314,0.9114072,0.9217498,0.13608,0.4508799,come la papilla dada por la tía del jardín. Juega con el coliflor entero 
ID13,1E,15.43,13.33,,1.0,0.0,1.0,0.0,0.0,0.0951848,0.1225292,0.08318496,0.0848242,0.07712229,,,,0.5369238,0.4816087,0.4545968,,,,0.1073269,0.6586822,Lo toca solo para volver a guardar el alimento en el pote 
ID13,2E,10.36,,,1.0,0.0,0.0,0.0,0.0,0.06605884,0.0,,,,,,,,,,,,,0.1927944,0.5852877,Rechaza indicando NO. V y A finales de 10.16
ID13,2P,9.46,,,1.0,0.0,0.0,0.0,0.0,0.2536434,0.4472167,,,,,,,,,,,,,0.07362045,0.2548833,V y A iniciales de 1.33
ID13,3EP,27.3,,,1.0,0.0,0.0,0.0,0.0,0.11076,0.3184625,,,,,,,,,,,,,0.09888738,0.5835469,V y A finales de 25.56
ID13,4E,36.13,,,1.0,0.0,0.0,0.0,0.0,0.1188435,0.2433167,,,,,,,,,,,,,0.2161119,0.3752876,
ID13,4P,7.63,,,1.0,0.0,0.0,0.0,0.0,0.3841333,0.6050959,,,,,,,,,,,,,0.1689393,0.3044178,V y A iniciales de 0.9 y finales de 7.5
ID13,5E,,1.95,37.76,1.0,0.0,1.0,0.0,0.0,0.1329437,0.5556083,0.1296723,0.1523515,0.2935309,0.102218,0.09601159,0.1023849,0.5990391,0.5703745,0.5552402,0.3210204,0.3044486,0.2916122,0.1056235,0.3934384,Solo toca el alimento con la mano 
ID13,5P,23.46,,,1.0,0.0,0.0,0.0,0.0,0.1091393,0.3524667,,,,,,,,,,,,,0.1901493,0.6948535,Se cubre la boca y con cabeza indica NO
ID14,1,15.866,3.58,,1.0,0.0,1.0,0.0,0.0,0.135996,0.621425,0.2113607,0.2333057,0.3141019,,,,0.5220459,0.4616304,0.4864327,,,,0.3786015,0.6066965,"la tía del jardín lo pone en su mano, por ende lo toca. No lo consume ni se lo acerca a la boca "
ID14,2E,14.733,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.2601462,0.2742627,no lo toca. Niega con la cabeza
ID14,2P,7.333,2.09,,0.0,0.0,1.0,1.0,1.0,,,0.1658006,0.1892418,0.1542917,,,,0.1530855,0.1967118,0.3049572,,,,0.315111,0.5400757,prueba la papillla. Gira en su silla después de probar 
ID14,3E,15.8,1.81,,1.0,0.0,1.0,0.0,0.0,0.06328422,0.2887833,0.1100603,0.1961986,0.2963474,,,,0.2516311,0.2337295,0.4328575,,,,0.1002571,0.2306219,"al principio lo toca, luego se lo ofrece la tía del jardín pero niega con la cabeza "
ID14,3E,19.166,0.0,,0.0,0.0,1.0,1.0,1.0,,,,,0.06902372,,,,,,0.07163864,,,,0.1184393,0.151515,prueba el alimento. Gira en su silla 
ID14,4E,20.366,,,1.0,0.0,0.0,0.0,0.0,0.1305646,0.3126583,,,,,,,,,,,,,0.3122307,0.7029757,"tiene juguetes en las manos en todo el video, no mira el pocillo "
ID14,4P,10.433,2.72,,0.0,0.0,1.0,1.0,0.0,0.121121,0.5033833,0.1309371,0.2355331,0.1779384,,,,0.4122125,0.4688041,0.4359852,,,,0.1386255,0.6153425,tiene juguetes en las manos en todo el video. Prueba la papilla pero la empuja casi toda para afuera con la lengua.
ID14,5P,15.266,,,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.1666351,0.7071983,"sentado en la siila no prueba, luego la tía lo toma en brazos y tampoco prueba "
ID14,6P,43.166,11.3,22.25,0.0,0.0,1.0,1.0,1.0,0.265159,0.7540542,0.1145364,0.1745426,0.2111484,0.2777698,0.3537222,0.2788784,0.396712,0.3970726,0.4005192,0.4379727,0.4174817,0.3966933,0.3566757,0.3844435,niega con la cabeza. Al probar las 2 primeras veces empuja casi toda la papilla con la lengua. Las otras 2 pruebas si las traga 
ID14,7E,21.9,0.0,11.69,1.0,0.0,1.0,0.0,0.0,0.5046766,0.6281334,,0.5046766,0.3849513,,,,,0.6281334,0.6183208,,,,0.3107682,0.6642972,"tiene un juguete en la mano, con la otra toca el coliflor pero no lo come ni se lo acerca a la boca "
ID14,7P,23.733,14.23,,1.0,0.0,1.0,0.0,0.0,,,0.2744351,0.2396221,0.2060005,,,,0.4108957,0.3702328,0.3534927,,,,0.2164528,0.2669994,"niega con la cabeza. Toma la cuchara con la mano y se ensucia, no lo come"
ID14,8P,19.133,12.32,,0.0,0.0,1.0,1.0,1.0,0.2211329,0.5553209,0.3101419,0.217655,0.1716798,,,,0.7560883,0.7303845,0.6507412,,,,0.1723937,0.7189822,niega con la cabeza. Al momento de probar tiene un juguete en la mano 
ID14,9E,27.9,0.0,6.68,0.0,0.0,1.0,1.0,1.0,0.1197307,0.467675,,0.1197307,0.1065377,0.09082252,0.1027507,0.119363,,0.467675,0.477282,0.3414727,0.2866949,0.239319,0.1541575,0.5156984,
ID14,10E,12.666,0.18,3.85,1.0,0.0,1.0,0.0,0.0,0.06913837,0.02934167,,0.06944153,0.06976561,0.107328,0.1649555,0.243908,,0.02922683,0.02623133,0.09881419,0.3873538,0.6548971,0.1355396,0.1143124,toca el coliflor y juega con el en el pocillo. No lo come 
ID14,10P,50.233,30.5,,0.0,0.0,1.0,1.0,1.0,,,0.1395339,0.1573267,0.2304194,,,,0.4379405,0.3764876,0.3369501,,,,0.1045889,0.4245863,"al principio juega con la papilla y la cuchara, luego la prueba "
ID14,11E,15.3,0.0,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.1050909,0.3424623,"inicia el video tocando el coliflor, luego lo suelta y no lo toma más "
ID14,11P,17.5,32.89,,0.0,0.0,1.0,1.0,1.0,0.2892007,0.2930042,0.203279,0.1787402,0.1478177,,,,0.276295,0.4036851,0.3887146,,,,0.08803318,0.1177604,al principio la tía del jardín le intenta dar con la cuchara pero no come. Después toma la cuchara él y come 
ID14,12E,30.433,0.0,9.45,1.0,0.0,1.0,0.0,0.0,0.07782317,0.2236584,,0.07782317,0.0775354,,0.3142084,0.3538617,,0.2236584,0.2192462,,0.5727344,0.7133824,0.09768134,0.1988904,"inicia el video con el coliflor en la mano, se lo lleva a la boca pero no lo come "
ID14,12P,24.0,18.39,,0.0,0.0,1.0,1.0,1.0,0.1031777,0.0259125,,,,,,,,,,,,,0.1576899,0.532611,el toma la cuchara y lo prueba 
ID14,13E,29.433,0.0,16.16,0.0,0.0,1.0,1.0,0.0,0.06904312,0.004354166,,0.06904312,,0.09283068,0.1789485,,,0.004354166,,0.03206388,0.09107474,,0.1291236,0.3335488,"inicia el video con el coliflor en la mano, estudiante le pasa un trozo pequeño y él lo toca con la boca pero no lo traga "
ID14,13P,8.1,2.79,,0.0,0.0,1.0,1.0,1.0,0.1400431,0.2598459,0.1973326,0.1595607,0.1551306,,,,0.2697906,0.3921142,0.3907321,,,,0.1122013,0.5014769,profesora le da la papilla con la cuchara 
ID14,14E,,0.0,58.3,0.0,0.0,1.0,1.0,1.0,0.2871071,0.5867916,,0.2871071,0.2415921,0.1342276,0.1536552,0.1358609,,0.5867916,0.579618,0.0343069,0.05588279,0.1229275,0.0871656,0.4339001,"inicia el video con el coliflor en la mano. La profesora lo saca del pocillo y se lo da, ahí lo saborea con la boca, luego come un pedacito"
ID14,15,54.266,0.0,33.19,0.0,0.0,1.0,1.0,1.0,,,,,,,0.1570748,0.1529004,,,,,0.146509,0.2282078,0.09193531,0.488626,"inicia el video con el coliflor en la mano, se lo lleva a la boca. Comienza a comerlo de a poco y al final se come el coliflor entero "
ID15,1,44.63,18.63,33.36,0.0,0.0,1.0,1.0,0.0,0.2679431,0.4535084,0.2555714,0.1926058,0.1593737,0.3550005,0.332703,0.2861467,0.6933925,0.6789187,0.630341,0.6717669,0.6651779,0.6559241,0.2652944,0.4575483,Solo prueba el alimento
ID15,2,,9.93,26.5,0.0,0.0,1.0,1.0,1.0,0.3711418,0.615975,0.2815389,0.2699784,0.2611,0.3094097,0.249806,0.2623648,0.518443,0.5623445,0.5678259,0.7148112,0.7029545,0.7544377,0.2883052,0.4439771, 
ID15,3,38.4,13.53,25.73,0.0,0.0,1.0,1.0,1.0,0.08260842,0.05225001,0.1074606,0.1055203,0.09602519,0.172269,0.1167938,0.1019008,0.5889091,0.5831255,0.5735724,0.3871683,0.3749946,0.4072875,0.09108097,0.3675638,
ID15,4,23.33,7.31,10.6,0.0,0.0,1.0,1.0,1.0,0.1507816,0.3906667,0.18906,0.1613212,0.1418481,0.1572263,0.1743909,0.1596766,0.5309276,0.4888462,0.4454378,0.3077008,0.2506667,0.2088311,0.107802,0.5349622,
